▁《,5.705386638641357
三体,12.671687126159668
:,5.860795497894287
地球,9.710111618041992
往事,10.574747085571289
》,6.312788963317871
▁作者,5.682328701019287
:,2.959726333618164
刘,8.419410705566406
慈,12.0995512008667
欣,5.23586368560791
▁前言,10.915022850036621
▁《,5.705386638641357
三体,12.671687126159668
》,8.170823097229004
终于,9.246158599853516
能与,2.669724464416504
科幻,11.290048599243164
朋友们,6.337596893310547
见面,14.161941528320312
了,7.729659080505371
",",9.33627700805664
用,7.1872453689575195
连载,13.861442565917969
的方式,7.789870738983154
事先,7.997574806213379
谁,7.365800857543945
都没有,4.289437294006348
想到,6.459948539733887
",",5.2875776290893555
也是,5.125753402709961
无奈,10.03602409362793
之举,8.516851425170898
。,1.8309935331344604
▁之前,4.9150543212890625
就,6.052238464355469
题材,9.810077667236328
问题,6.0885419845581055
与,6.120593070983887
编辑,10.39941120147705
们,5.060222148895264
仔细,9.90424919128418
商,12.36163330078125
讨,4.253936767578125
过,4.576948165893555
",",8.816787719726562
感觉,6.419145584106445
没有什么,4.588984966278076
问题,9.465248107910156
",",9.578054428100586
但,5.8053107261657715
没想到,7.689634323120117
今年,7.373082637786865
是,7.6157402992248535
文革,10.662336349487305
三十,8.32463550567627
周年,8.587875366210938
这事儿,7.316803932189941
",",7.065793991088867
单行,15.645805358886719
本,7.143887519836426
一时,7.728724002838135
出,7.960170745849609
不了,4.601408958435059
",",6.2841291427612305
也只能,8.079695701599121
这样了,4.63342809677124
。,1.8064907789230347
▁其实,5.168118476867676
这本书,7.701197147369385
不是,7.560822010040283
文革,10.437089920043945
题材的,6.6799211502075195
",",8.942188262939453
文革,10.877939224243164
内容,9.18764877319336
在其中,5.39804220199585
只,6.714702129364014
占,8.876492500305176
不到,11.088260650634766
十分,12.520807266235352
之一,7.983160018920898
",",9.458709716796875
但却,0.7828535437583923
是一个,3.624760389328003
漂,13.719213485717773
荡,8.422380447387695
在,7.570335865020752
故事,9.781864166259766
中,5.996634483337402
挥,14.981101989746094
之,7.815791130065918
不去,6.270328998565674
的精神,6.254021167755127
幽灵,13.266478538513184
。,2.762136936187744
▁本书,6.452394008636475
虽,8.737345695495605
不是,3.6832380294799805
《,5.419929027557373
球,13.515909194946289
状,6.316398620605469
闪电,11.984943389892578
》,1.8650072813034058
的,5.706266403198242
续集,13.372198104858398
",",5.879913806915283
但,6.1071319580078125
可以看,6.178987503051758
做,4.936010837554932
那个,7.941227436065674
故事,9.05655288696289
所,6.457315921783447
发生,9.28600025177002
的世界,6.30431604385376
在其,3.251255989074707
后的,5.769367694854736
延续,13.60045051574707
",",5.967861175537109
那个,6.892596244812012
物理学家,10.39079475402832
在,8.13217544555664
故事,10.213162422180176
中出现,5.298722267150879
但,5.053369045257568
已,7.9797749519348145
不重要,11.739238739013672
",",4.424415588378906
其他,6.707303047180176
的人,5.253938674926758
则,5.453097343444824
永远,11.843153953552246
消失了,10.745848655700684
",",4.576676845550537
林,10.783729553222656
云,9.235759735107422
真的,8.605856895446777
死了,9.48462963104248
",",6.561337947845459
虽然我,2.4528706073760986
有时,8.974820137023926
在想,6.177948474884033
",",6.761361122131348
如果她,4.57802677154541
活,12.217042922973633
下来,8.067744255065918
",",7.296133041381836
最后,8.906133651733398
是不是,6.034595012664795
这个,6.902929782867432
主人公,11.00103759765625
的样子,9.341913223266602
?,2.1856305599212646
▁这是一个,-0.021703779697418213
暂,9.810301780700684
名为,8.778130531311035
《,6.2222394943237305
地球,8.66801643371582
往事,10.97646713256836
》,5.822454929351807
的,5.934195518493652
系列,10.445417404174805
的第一,5.425736427307129
部,6.1876325607299805
",",4.617336273193359
可以看,8.741649627685547
做一个,3.245065689086914
更,9.147239685058594
长的,8.821940422058105
故事的,6.233628749847412
开始,8.121843338012695
。,3.279587745666504
▁这是一个,-0.021703779697418213
关于,8.321135520935059
背叛,13.156652450561523
的故事,6.754270553588867
",",9.09675407409668
也是一个,3.521021842956543
生存,12.50893783569336
与,8.267719268798828
死亡,5.911543369293213
的故事,6.6328911781311035
",",9.460248947143555
有时候,10.02560043334961
",",4.904881954193115
比起,5.548997402191162
生存,11.183013916015625
还是,7.082345008850098
死亡,6.488304615020752
来,6.5742506980896
",",5.290450096130371
忠诚,12.784344673156738
与,6.6051506996154785
背叛,14.829021453857422
可能,7.594520568847656
更,10.141261100769043
是一个,4.623012542724609
问题,11.340835571289062
。,3.4708356857299805
▁,5.142735004425049
疯狂,8.43942928314209
与,5.4828338623046875
偏执,11.259292602539062
",",4.723397254943848
最终,4.698718547821045
将在,1.7414507865905762
人类,7.175907135009766
文明的,7.836277961730957
内部,9.522977828979492
异,11.535511016845703
化,8.102182388305664
出,6.818326473236084
怎样的,5.666464328765869
力量,9.619308471679688
?,2.680215835571289
▁冷,8.881218910217285
酷的,5.213172912597656
星空,11.372705459594727
将,7.788106918334961
如何,9.258787155151367
拷,14.449980735778809
问,8.381589889526367
心中,7.006856918334961
道德,10.156898498535156
?,2.411043643951416
▁作者,5.682328701019287
试图,12.554305076599121
讲述,8.68822956085205
一部,5.6002044677734375
在,7.881783485412598
光,7.444549560546875
年,6.057337760925293
尺度,14.35416030883789
上,7.057167053222656
重新,8.68370246887207
演绎,8.488038063049316
的中国,0.691321074962616
现代,6.983308792114258
史,5.929035186767578
",",8.720724105834961
讲述,9.245861053466797
一个,6.5370917320251465
文明,8.062566757202148
二百,11.351005554199219
次,8.255132675170898
毁灭,13.971796035766602
与,8.921807289123535
重,9.925724029541016
生的,7.32774543762207
传奇,14.191312789916992
。,4.421262741088867
